pmcid,pmid,doi,created
PMC2129501,2991366,10.1017/s0022172400062410,1985-08-01
PMC1236185,2412678,NA,1985-07-01
PMC1236175,2994865,NA,1985-07-01
PMC1680090,17422557,NA,1985-07-01
PMC1001660,3874607,10.1136/ard.44.6.399,1985-06-01
PMC180179,2992365,10.1128/aac.27.6.883,1985-06-01
PMC254862,3889368,NA,1985-06-01
PMC397937,3858865,10.1073/pnas.82.12.4075,1985-06-01
PMC499205,3998189,10.1136/jcp.38.5.542,1985-05-01
PMC254814,2985806,NA,1985-05-01
PMC254801,2985802,NA,1985-05-01
PMC1418336,3921097,10.1136/bmj.290.6474.1033,1985-04-01
PMC1887935,2983560,NA,1985-03-01
PMC1679994,17422513,NA,1985-03-01
PMC261361,3972448,NA,1985-03-01
PMC254747,3973963,NA,1985-03-01
PMC254715,2983094,NA,1985-03-01
PMC1289610,NA,10.1177/014107688507800236,1985-02-01
PMC1289576,2983073,10.1177/014107688507800204,1985-02-01
PMC254649,2982027,NA,1985-02-01
PMC2536462,3011303,NA,1985-01-01
PMC2536414,2994898,NA,1985-01-01
PMC2536375,NA,NA,1985-01-01
PMC2536367,3910300,NA,1985-01-01
PMC1236108,2985213,NA,1985-01-01
PMC255021,2981343,NA,1985-01-01
PMC2279651,6100408,NA,1985-01-01
PMC1443502,6437500,10.1136/bmj.289.6454.1243,1984-11-01
PMC1443201,NA,NA,1984-10-01
PMC1040453,6477852,10.1136/bjo.68.10.724,1984-10-01
PMC1790659,17422463,NA,1984-10-01
PMC254518,6090706,NA,1984-10-01
PMC254494,6090714,NA,1984-10-01
PMC1628695,6091568,10.1136/adc.59.9.848,1984-09-01
PMC271347,6092427,NA,1984-09-01
PMC271332,6092425,NA,1984-09-01
PMC255853,6206237,NA,1984-09-01
PMC271280,6208213,NA,1984-08-01
PMC2129280,6146649,10.1017/s0022172400061027,1984-08-01
PMC254475,6086966,NA,1984-08-01
PMC254449,6205167,NA,1984-08-01
PMC1143996,6380494,10.1042/bj2210001,1984-07-01
PMC1236076,6089985,NA,1984-07-01
PMC1236062,6089982,NA,1984-07-01
PMC1236061,6478297,NA,1984-07-01
PMC1236056,6332661,NA,1984-07-01
PMC263677,6327531,NA,1984-06-01
PMC498838,6373836,10.1136/jcp.37.6.645,1984-06-01
PMC2129316,6736640,10.1017/s0022172400064536,1984-06-01
PMC373217,6330511,NA,1984-06-01
PMC345271,6328522,10.1073/pnas.81.12.3626,1984-06-01
PMC271143,6429189,NA,1984-05-01
PMC1628687,6326694,10.1136/adc.59.4.310,1984-04-01
PMC1236029,6326980,NA,1984-04-01
PMC255576,6321790,NA,1984-04-01
PMC557404,6325180,10.1002/j.1460-2075.1984.tb01864.x,1984-03-01
PMC264269,6321353,NA,1984-03-01
PMC271086,6325494,NA,1984-03-01
PMC271071,6325490,NA,1984-03-01
PMC344847,6324191,10.1073/pnas.81.5.1421,1984-03-01
PMC1001206,6198976,10.1136/ard.43.1.1,1984-02-01
PMC264360,6319289,NA,1984-02-01
PMC271025,6321547,NA,1984-02-01
PMC2536306,6610491,NA,1984-01-01
PMC2536299,6329538,NA,1984-01-01
PMC2536276,6609020,NA,1984-01-01
PMC263399,6418656,NA,1984-01-01
PMC264420,6315592,NA,1983-12-01
PMC255394,6313963,NA,1983-12-01
PMC1152508,6140919,10.1042/bj2160325,1983-11-01
PMC185930,6318655,10.1128/aac.24.5.713,1983-11-01
PMC264479,6358029,NA,1983-11-01
PMC270900,6313750,NA,1983-10-01
PMC255351,6310156,NA,1983-10-01
PMC326328,6310521,10.1093/nar/11.17.5941,1983-09-01
PMC264616,6309660,NA,1983-09-01
PMC264604,6309657,NA,1983-09-01
PMC270871,6313748,NA,1983-09-01
PMC270858,6313746,NA,1983-09-01
PMC326236,6308569,10.1093/nar/11.15.5045,1983-08-01
PMC270805,6311873,NA,1983-08-01
PMC1628163,6307189,10.1136/adc.58.7.500,1983-07-01
PMC1235942,6315197,NA,1983-07-01
PMC264797,6345398,NA,1983-07-01
PMC264758,6190752,NA,1983-07-01
PMC270758,6309897,NA,1983-07-01
PMC5510872,6134086,10.1016/s0140-6736(83)92745-9,1983-06-01
PMC348176,6303956,NA,1983-06-01
PMC256579,6304334,NA,1983-06-01
PMC1235916,6309349,NA,1983-04-01
PMC255122,6298464,NA,1983-04-01
PMC348101,6301992,NA,1983-03-01
PMC325759,6687635,10.1093/nar/11.3.883,1983-02-01
PMC348038,6299953,NA,1983-02-01
PMC272636,6403578,NA,1983-02-01
PMC272610,6300184,NA,1983-02-01
PMC1235895,6831311,NA,1983-01-01
PMC1235876,6299483,NA,1983-01-01
PMC555368,6196191,10.1002/j.1460-2075.1983.tb01667.x,1983-01-01
PMC1438565,6338228,10.1177/014107688307600114,1983-01-01
PMC2417367,6866870,10.1136/pgmj.59.687.21,1983-01-01
PMC1790278,17422204,NA,1982-12-01
PMC256337,6294330,NA,1982-12-01
PMC256336,6294329,NA,1982-12-01
PMC281554,6298589,NA,1982-12-01
PMC1916093,6291396,NA,1982-11-01
PMC347763,7141705,NA,1982-11-01
PMC347755,6292101,NA,1982-11-01
PMC272505,6296197,NA,1982-11-01
PMC256291,6292513,NA,1982-11-01
PMC183806,7181475,10.1128/aac.22.4.639,1982-10-01
PMC2134217,7130707,10.1017/s0022172400070868,1982-10-01
PMC2134211,7130705,10.1017/s0022172400070832,1982-10-01
PMC1790196,17422178,NA,1982-09-01
PMC347672,6290393,NA,1982-09-01
PMC347660,6182101,NA,1982-09-01
PMC347641,6215354,NA,1982-09-01
PMC256229,6292458,NA,1982-09-01
PMC256201,6292469,NA,1982-09-01
PMC1790186,17422172,NA,1982-08-01
PMC1790179,17422171,NA,1982-08-01
PMC347573,6288567,NA,1982-08-01
PMC272364,6288767,NA,1982-08-01
PMC2134164,6284837,10.1017/s0022172400070674,1982-08-01
PMC1863184,6282430,NA,1982-07-01
PMC272290,7107859,NA,1982-07-01
PMC1437916,6283078,NA,1982-07-01
PMC1498648,6282384,10.1136/bmj.284.6331.1746,1982-06-01
PMC1046033,6177375,10.1136/sti.58.3.143,1982-06-01
PMC1790165,17422154,NA,1982-06-01
PMC551451,6178688,NA,1982-06-01
PMC2134094,7086117,10.1017/s0022172400070327,1982-06-01
PMC256945,6284988,NA,1982-06-01
PMC256918,6285000,NA,1982-06-01
PMC1790106,17422139,NA,1982-05-01
PMC351282,6282756,NA,1982-05-01
PMC256903,6283182,NA,1982-05-01
PMC256895,7086972,NA,1982-05-01
PMC256869,6283166,NA,1982-05-01
PMC1320270,6284325,NA,1982-04-01
PMC351223,6176545,NA,1982-04-01
PMC256062,6283141,NA,1982-04-01
PMC256056,6283135,NA,1982-04-01
PMC351127,6175579,NA,1982-03-01
PMC351070,6173324,NA,1982-02-01
PMC272083,6279693,NA,1982-02-01
PMC256784,6281467,NA,1982-02-01
PMC1273557,7039136,NA,1982-02-01
PMC1915970,6275707,NA,1982-01-01
PMC2536013,6282478,NA,1982-01-01
PMC2535994,NA,NA,1982-01-01
PMC2535979,NA,NA,1982-01-01
PMC1320191,6280819,NA,1982-01-01
PMC553242,6327272,10.1002/j.1460-2075.1982.tb01346.x,1982-01-01
PMC2041739,6275875,NA,1981-12-01
PMC350974,6277785,NA,1981-12-01
PMC350921,6277786,NA,1981-12-01
PMC274014,7037835,NA,1981-12-01
PMC256635,6275093,NA,1981-11-01
PMC1789923,17422096,NA,1981-10-01
PMC1789971,7343074,NA,1981-09-01
PMC350770,6169641,NA,1981-09-01
PMC271954,6270190,NA,1981-09-01
PMC171315,6169842,NA,1981-09-01
PMC1507922,6790071,10.1136/bmj.283.6290.558-a,1981-08-01
PMC1789968,7340933,NA,1981-08-01
PMC350750,6268550,NA,1981-08-01
PMC350712,6268543,NA,1981-08-01
PMC271920,6268656,NA,1981-08-01
PMC171348,6268831,NA,1981-08-01
PMC350646,6266963,NA,1981-07-01
PMC271908,7263849,NA,1981-07-01
PMC351583,6265376,NA,1981-06-01
PMC351569,6166566,NA,1981-06-01
PMC351550,6166561,NA,1981-06-01
PMC273940,6265493,NA,1981-06-01
PMC493649,6265506,10.1136/jcp.34.6.680,1981-06-01
PMC1790048,7248889,NA,1981-05-01
PMC351513,6265365,NA,1981-05-01
PMC171196,6165837,NA,1981-05-01
PMC1320148,6266623,NA,1981-04-01
PMC1320145,7260730,NA,1981-04-01
PMC350581,6163724,NA,1981-04-01
PMC171144,7241654,NA,1981-04-01
PMC171121,6264100,NA,1981-04-01
PMC1789880,6269715,NA,1981-03-01
PMC351445,7228403,NA,1981-03-01
PMC351395,6262250,NA,1981-03-01
PMC1419231,6260597,10.1136/gut.22.2.114,1981-02-01
PMC351387,6260678,NA,1981-02-01
PMC1146463,7014649,10.1136/jcp.34.2.227,1981-02-01
PMC2396110,NA,NA,1981-01-01
PMC2396058,6976841,NA,1981-01-01
PMC2396051,NA,NA,1981-01-01
PMC2396040,NA,NA,1981-01-01
PMC273764,NA,NA,1981-01-01
PMC171023,6260995,NA,1981-01-01
PMC170998,6260975,NA,1981-01-01
PMC1903637,7457575,NA,1980-12-01
PMC1686161,NA,NA,1980-11-01
PMC353660,6253669,NA,1980-11-01
PMC1320097,6256040,NA,1980-10-01
PMC273622,6252244,NA,1980-10-01
PMC273620,6252243,NA,1980-10-01
PMC1789784,7438007,NA,1980-09-01
PMC273609,7012180,NA,1980-09-01
PMC1146267,6253532,10.1136/jcp.33.9.905-c,1980-09-01
PMC1422739,6999526,NA,1980-09-01
PMC1045777,7000304,10.1136/sti.56.4.198,1980-08-01
PMC1320084,6253035,NA,1980-07-01
PMC551072,6156913,NA,1980-07-01
PMC551043,6772572,NA,1980-06-01
PMC288755,6247505,NA,1980-06-01
PMC1146115,6995494,10.1136/jcp.33.5.484,1980-05-01
PMC288719,6246272,NA,1980-05-01
PMC288691,7373708,NA,1980-04-01
PMC1626768,6247977,10.1136/adc.55.3.185,1980-03-01
PMC1789692,7363267,NA,1980-03-01
PMC1789683,7363265,NA,1980-02-01
PMC1801758,6244887,NA,1980-01-01
PMC1801608,6988062,NA,1980-01-01
PMC2395985,6975181,NA,1980-01-01
PMC2395940,6969130,NA,1980-01-01
PMC2395939,NA,NA,1980-01-01
PMC2395912,NA,NA,1980-01-01
PMC2395787,6249509,NA,1980-01-01
PMC1789660,7363253,NA,1980-01-01
PMC288560,6245243,NA,1980-01-01
PMC288519,7365865,NA,1980-01-01
PMC414663,232693,NA,1979-11-01
PMC273256,94599,NA,1979-11-01
PMC353599,228084,NA,1979-11-01
PMC1545643,389171,10.1136/adc.54.10.780,1979-10-01
PMC1320013,232853,NA,1979-10-01
PMC273223,231052,NA,1979-10-01
PMC273137,229123,NA,1979-08-01
PMC1319897,226249,NA,1979-07-01
PMC1319888,226243,NA,1979-07-01
PMC1145778,227941,10.1136/jcp.32.7.700,1979-07-01
PMC2042305,222151,NA,1979-06-01
PMC275387,500803,NA,1979-06-01
PMC1545549,224824,10.1136/adc.54.5.339,1979-05-01
PMC414330,222687,NA,1979-05-01
PMC2041433,221001,NA,1979-04-01
PMC353329,16789177,NA,1979-04-01
PMC2042245,426032,NA,1979-02-01
PMC414154,217826,NA,1979-02-01
PMC2425376,461276,10.1136/pgmj.55.640.135,1979-02-01
PMC2425374,223137,10.1136/pgmj.55.640.117,1979-02-01
PMC1597530,NA,NA,1979-01-01
PMC1319944,218709,NA,1979-01-01
PMC1319943,218708,NA,1979-01-01
PMC1145558,219041,10.1136/jcp.32.1.1,1979-01-01
PMC353142,430598,NA,1979-01-01
PMC353118,571025,NA,1979-01-01
PMC1789433,743690,NA,1978-12-01
PMC1277661,217505,NA,1978-10-01
PMC1277660,217504,NA,1978-10-01
PMC275263,363739,NA,1978-10-01
PMC275257,214456,NA,1978-10-01
PMC1145456,101556,10.1136/jcp.31.10.939,1978-10-01
PMC2129775,100551,10.1017/s0022172400025134,1978-10-01
PMC422061,213387,NA,1978-09-01
PMC392925,279022,10.1073/pnas.75.8.4033,1978-08-01
PMC275072,209056,NA,1978-06-01
PMC1544907,208471,10.1136/adc.53.5.355,1978-05-01
PMC354060,207885,NA,1978-05-01
PMC2018174,417631,NA,1978-04-01
PMC1277610,208735,NA,1978-04-01
PMC421307,201568,NA,1977-12-01
PMC372498,199622,10.1172/jci108901,1977-12-01
PMC516003,201778,NA,1977-12-01
PMC1277742,72592,NA,1977-10-01
PMC1277735,NA,NA,1977-10-01
PMC1277731,200316,NA,1977-10-01
PMC515914,198590,NA,1977-10-01
PMC274749,71305,NA,1977-09-01
PMC421115,197017,NA,1977-08-01
PMC274712,197119,NA,1977-08-01
PMC274688,195982,NA,1977-07-01
PMC1544698,406857,10.1136/adc.52.6.482,1977-06-01
PMC421058,197014,NA,1977-06-01
PMC274666,195976,NA,1977-06-01
PMC421009,558963,NA,1977-05-01
PMC420974,324909,NA,1977-05-01
PMC1879439,321112,NA,1977-04-01
PMC1277709,193622,NA,1977-04-01
PMC1879339,837306,NA,1977-03-01
PMC274599,140181,NA,1977-03-01
PMC274597,192758,NA,1977-03-01
PMC1277703,832184,NA,1977-01-01
PMC2032551,970435,NA,1976-10-01
PMC420958,965098,NA,1976-09-01
PMC420956,965097,NA,1976-09-01
PMC1864620,824651,NA,1976-09-01
PMC1237271,NA,NA,1976-09-01
PMC2041156,183805,NA,1976-08-01
PMC1697302,183883,NA,1976-08-01
PMC420908,184047,NA,1976-08-01
PMC1277758,793692,NA,1976-07-01
PMC420814,9360,NA,1976-06-01
PMC2129668,180175,10.1017/s0022172400055303,1976-06-01
PMC420780,57927,NA,1976-05-01
PMC1277551,187297,NA,1976-04-01
PMC1277545,187296,NA,1976-04-01
PMC1277542,187295,NA,1976-04-01
PMC420704,178601,NA,1976-03-01
PMC274302,178691,NA,1976-03-01
PMC1545896,1259459,10.1136/adc.51.2.135,1976-02-01
PMC420642,177369,NA,1976-02-01
PMC274251,176174,NA,1976-02-01
PMC2366590,1088512,NA,1976-01-01
PMC2366443,191207,NA,1976-01-01
PMC1130438,18747617,NA,1975-12-01
PMC415408,172453,NA,1975-11-01
PMC1277500,169972,NA,1975-10-01
PMC1277495,169971,NA,1975-10-01
PMC2496191,172878,10.1136/pgmj.51.599.600,1975-09-01
PMC1277458,166738,NA,1975-07-01
PMC415245,166929,NA,1975-07-01
PMC2072702,172100,NA,1975-06-01
PMC275094,170313,NA,1975-04-01
PMC1696831,164273,NA,1975-03-01
PMC275026,51855,NA,1975-02-01
PMC354472,234539,NA,1975-02-01
PMC2366654,1085221,NA,1975-01-01
PMC1277416,234283,NA,1975-01-01
PMC1129644,4373936,NA,1974-12-01
PMC1696708,4373160,NA,1974-11-01
PMC422978,4426697,NA,1974-09-01
PMC1319861,4277327,NA,1974-07-01
PMC2495728,4377172,10.1136/pgmj.50.584.338,1974-06-01
PMC302621,4825228,10.1172/jci107681,1974-05-01
PMC2130502,4362413,10.1017/s0022172400023469,1974-04-01
PMC2366317,4377240,NA,1974-01-01
PMC2495514,4219229,10.1136/pgmj.50.579.1,1974-01-01
PMC1696297,4769615,NA,1973-12-01
PMC2130424,4520509,10.1017/s0022172400022920,1973-12-01
PMC356749,4797266,NA,1973-11-01
PMC444570,4364762,10.1128/aac.4.4.421,1973-10-01
PMC1319800,NA,NA,1973-10-01
PMC444544,4357181,10.1128/aac.4.3.294,1973-09-01
PMC1903941,4719529,NA,1973-07-01
PMC1455052,4354510,NA,1973-05-01
PMC2495868,4374693,10.1136/pgmj.49.571.325,1973-05-01
PMC444443,4597726,10.1128/aac.3.4.506,1973-04-01
PMC1319749,4266698,NA,1973-04-01
PMC1319747,4266696,NA,1973-04-01
PMC1319746,4266695,NA,1973-04-01
PMC251763,4633344,NA,1973-04-01
PMC477687,4700502,10.1136/jcp.26.3.209,1973-03-01
PMC422645,16558070,NA,1973-01-01
PMC380648,4674373,NA,1972-11-01
PMC356579,4117963,NA,1972-11-01
PMC1319700,4263916,NA,1972-10-01
PMC422565,4564284,NA,1972-10-01
PMC422530,4629259,NA,1972-09-01
PMC2130201,4506989,10.1017/s0022172400062975,1972-09-01
PMC477370,4625434,10.1136/jcp.25.6.521,1972-06-01
PMC2130035,4503867,10.1017/s0022172400022294,1972-06-01
PMC2495223,4558896,10.1136/pgmj.48.560.363,1972-06-01
PMC2072535,4338061,NA,1972-04-01
PMC1945139,4111526,NA,1972-02-01
PMC380292,4110422,NA,1972-01-01
PMC1319581,4260941,NA,1971-10-01
PMC2047626,4332292,NA,1971-09-01
PMC2047606,4943862,NA,1971-09-01
PMC2467204,4327058,10.1136/pgmj.47.549.476,1971-07-01
PMC2130878,5282923,10.1017/s0022172400021422,1971-06-01
PMC2466919,4326173,10.1136/pgmj.47.548.332,1971-06-01
PMC2156316,4325135,NA,1971-04-01
PMC1930761,5539008,NA,1971-01-01
PMC1820311,4992528,10.1136/bmj.4.5737.719,1970-12-01
PMC2130859,4322324,10.1017/s0022172400042583,1970-12-01
PMC5366631,30667679,NA,1970-10-01
PMC1701623,5472765,10.1136/bmj.3.5725.768-b,1970-09-01
PMC1700632,4988026,10.1136/bmj.2.5711.695,1970-06-01
PMC1699390,4313591,10.1136/bmj.1.5691.262,1970-01-01
PMC1699357,5416609,NA,1970-01-01
PMC2427559,4991606,NA,1970-01-01
PMC378095,4984203,NA,1969-11-01
PMC1810642,4311424,NA,1969-11-01
PMC2072135,4310538,NA,1969-10-01
PMC2635177,5376272,NA,1969-09-01
PMC1552950,4308903,10.1136/gut.10.7.522,1969-07-01
PMC1750354,4308302,NA,1969-02-01
PMC1198772,4297940,10.1042/bj1080089,1968-06-01
PMC223830,4298953,10.1073/pnas.58.6.2268,1967-12-01
PMC1965313,4378120,NA,1967-08-01
PMC1907275,4288734,NA,1966-11-01
PMC1920454,4284425,NA,1965-10-01
PMC2094603,4283903,NA,1965-08-01
PMC300229,14215638,10.1073/pnas.51.6.1158,1964-06-01
PMC1949530,14452347,NA,1962-09-01
PMC2083466,13662535,NA,1959-06-01
PMC169263,14938312,NA,1952-02-01
PMC1791257,14821863,NA,1951-03-01
PMC4808031,26621837,10.18632/oncotarget.6397,2016-01-01
PMC4808025,26621839,10.18632/oncotarget.6400,2016-01-01
PMC4385842,25669982,10.18632/oncotarget.3236,2015-02-01
PMC2874350,20031062,10.3201/eid1601.090077,2010-01-01
PMC2662633,19116066,10.3201/1501.080758,2009-01-01
PMC2660689,19116045,10.3201/1501.080299,2009-01-01
PMC7023952,32158035,NA,2020-01-01
PMC5379118,28435428,10.17179/excli2016-719,2017-01-13
PMC6821451,31600868,10.14348/molcells.2019.0157,2019-10-01
PMC3034341,14720403,10.3201/eid0912.030382,2003-12-01
PMC4910139,27437528,10.5505/1304.7361.2015.19970,2015-10-01
PMC3298234,15757555,10.3201/eid1103.040631,2005-03-01
PMC4672405,26583433,10.3201/eid2112.151232,2015-12-01
PMC5363932,28333986,10.1371/journal.pone.0174175,2017-03-23
PMC4381594,25426559,10.18632/oncotarget.2773,2015-01-01
PMC6788414,31632225,10.5423/PPJ.OA.03.2019.0055,2019-10-01
PMC2662657,19193267,10.3201/eid1502.081167,2009-02-01
