doi,created
10.1186/s12879-016-1494-2,2016-06-02
10.5402/2012/738718,2012-12-30
10.1186/s12985-016-0544-0,2016-06-03
10.1371/journal.pone.0156739,2016-06-03
10.1186/s12879-016-1525-z,2016-05-23
10.1128/msphere.00069-16,2016-04-07
10.1128/msphere.00007-16,2016-03-31
10.3389/fmicb.2016.00875,2016-06-07
10.1186/s12917-016-0717-5,2016-06-06
10.1186/s12917-016-0714-8,2016-06-06
10.1186/s12985-016-0549-8,2016-06-06
10.1186/s40413-016-0096-1,2016-04-19
10.1007/s00281-016-0558-0,2016-03-10
10.1007/s00281-016-0555-3,2016-03-08
10.1186/s12985-016-0547-x,2016-06-07
10.1186/s12879-016-1600-5,2016-06-07
10.1186/s12917-016-0716-6,2016-06-08
10.1186/s12985-016-0551-1,2016-06-08
10.1186/s12917-016-0711-y,2016-06-08
10.5811/westjem.2016.3.30188,2016-07-19
10.3389/fpubh.2016.00120,2016-06-09
10.1155/2016/3145921,2016-05-26
10.1186/s13099-016-0113-5,2016-06-09
10.1007/s12553-016-0132-8,2016-05-27
10.1186/s12917-016-0725-5,2016-06-10
10.3389/fnagi.2016.00138,2016-06-13
10.1155/2016/5352625,2016-04-12
10.1186/s12985-016-0555-x,2016-06-13
10.1371/journal.pone.0157450,2016-06-14
10.5402/2012/146748,2012-02-08
10.1155/2016/5258727,2016-06-02
10.1038/srep27911,2016-06-15
10.1038/srep27917,2016-06-15
10.3897/bdj.4.e8080,2016-05-25
10.1371/journal.pone.0157398,2016-06-16
10.1371/journal.pone.0157620,2016-06-16
10.3389/fimmu.2016.00238,2016-06-17
10.1371/journal.pone.0157287,2016-06-17
10.1371/journal.pone.0157034,2016-06-17
10.1186/s12917-016-0722-8,2016-06-17
10.1155/2016/5292346,2016-06-05
10.1371/journal.ppat.1005684,2016-06-23
10.1186/s40064-016-2543-4,2016-06-22
10.1186/s12985-016-0561-z,2016-06-23
10.1371/journal.pone.0158128,2016-06-24
10.1590/s1677-5538.ibju.2015.0159,2016-06-29
10.1186/s12985-016-0569-4,2016-06-24
10.3389/fimmu.2016.00252,2016-06-27
10.3390/ijerph13060558,2016-06-03
10.3390/ijerph13060583,2016-06-13
10.1371/journal.pone.0158181,2016-06-28
10.1371/journal.pmed.1002059,2016-06-28
10.3390/v8060154,2016-06-02
10.3390/v8060160,2016-06-07
10.3390/v8060174,2016-06-23
10.1038/srep28866,2016-06-29
10.1186/s12917-016-0763-z,2016-06-29
10.1186/s12917-016-0758-9,2016-06-30
10.3389/fimmu.2016.00258,2016-06-30
10.1371/journal.ppat.1005625,2016-06-30
10.1186/s40168-016-0179-9,2016-07-01
10.1371/journal.pone.0158237,2016-07-01
10.1371/journal.ppat.1005714,2016-07-01
10.3390/cells5020018,2016-04-18
10.1038/emi.2016.53,2016-06-08
10.1038/emi.2016.65,2016-06-23
10.1186/s12917-016-0753-1,2016-07-04
10.2471/blt.16.030716,2016-06-27
10.1016/s1473-3099(16)00153-5,2016-05-17
10.1371/journal.pone.0158186,2016-07-06
10.1128/msphere.00104-16,2016-07-07
10.1155/2016/9476020,2016-06-25
10.1128/jvi.00304-16,2016-04-21
10.1371/journal.pone.0158958,2016-07-08
10.1128/genomea.00619-16,2016-07-08
10.1371/journal.ppat.1005721,2016-07-11
10.1186/s40064-016-2745-9,2016-07-11
10.1007/s10875-016-0308-z,2016-06-20
10.1038/srep29576,2016-07-12
10.1186/s12871-016-0198-x,2016-07-12
10.1590/s1679-45082015ao3397,2015-10-11
10.1186/s13567-016-0354-9,2016-07-13
10.1371/journal.pone.0159074,2016-07-14
10.1371/journal.pbio.1002515,2016-07-14
10.1371/journal.pntd.0004799,2016-07-14
10.1371/journal.ppat.1005741,2016-07-14
10.1111/irv.12387,2016-03-18
10.1111/irv.12392,2016-04-11
10.1111/irv.12391,2016-03-25
10.1186/s12939-016-0393-x,2016-07-19
10.1371/journal.pone.0159196,2016-07-19
10.1186/s40064-016-2821-1,2016-07-19
10.12688/f1000research.8662.1,2016-05-09
10.1007/s11356-016-7064-8,2016-06-18
10.1186/s12879-016-1675-z,2016-07-22
10.1371/journal.pone.0159625,2016-07-22
10.1128/mbio.00584-16,2016-07-13
10.1186/s40413-016-0116-1,2016-07-25
10.3390/ijerph13070630,2016-06-26
10.3390/ijerph13070665,2016-06-30
10.3390/ijms17071138,2016-07-15
10.1074/jbc.m116.736660,2016-06-11
10.1186/s13054-016-1325-2,2016-07-08
10.1128/genomea.00751-16,2016-07-29
10.1371/journal.pone.0159841,2016-08-01
10.1007/s40506-016-0083-7,2016-07-08
10.1155/2011/213135,2010-12-16
10.1155/2016/5717108,2016-07-20
10.1038/emi.2016.67,2016-07-06
10.1186/s12885-016-2630-5,2016-08-03
10.1186/s40662-016-0051-9,2016-07-27
10.1371/journal.pntd.0004796,2016-08-04
10.4049/jimmunol.1502472,2016-07-14
10.3390/v8070179,2016-06-24
10.3390/v8070180,2016-06-29
10.3390/v8070183,2016-07-04
10.3390/v8070184,2016-07-04
10.3390/v8070202,2016-07-21
10.3390/v8070207,2016-07-22
10.1038/srep30926,2016-08-05
10.1186/s12985-016-0591-6,2016-08-05
10.1371/journal.pone.0160412,2016-08-05
10.1371/journal.pone.0160561,2016-08-05
10.1186/s13567-016-0361-x,2016-08-05
10.3389/fimmu.2016.00298,2016-08-08
10.1186/s13033-016-0083-5,2016-08-08
10.1371/journal.pone.0160606,2016-08-08
10.3389/fnhum.2016.00403,2016-08-09
10.1186/s12879-016-1730-9,2016-08-09
10.1371/journal.ppat.1005804,2016-08-09
10.1038/cddiscovery.2016.48,2016-06-27
10.1186/s12942-016-0059-3,2016-08-10
10.1111/pbi.12548,2016-03-08
10.1186/s40064-016-2957-z,2016-08-11
10.3389/fmicb.2016.01243,2016-08-12
10.1186/s12985-016-0593-4,2016-08-12
10.1128/jvi.00548-16,2016-06-09
10.1371/journal.pone.0161193,2016-08-15
10.7554/elife.16965,2016-07-08
10.1097/md.0000000000001849,2015-10-29
10.1186/s12879-016-1710-0,2016-08-15
10.1371/journal.pone.0161146,2016-08-16
10.1371/journal.pmed.1002109,2016-08-16
10.1007/s00705-016-2940-6,2016-06-23
10.1371/journal.pone.0160777,2016-08-17
10.1038/srep31629,2016-08-19
10.12688/f1000research.8766.1,2016-08-19
10.3390/microarrays4040474,2015-10-20
10.1371/journal.pone.0161576,2016-08-24
10.1371/journal.pntd.0004921,2016-08-24
10.1371/journal.pone.0161169,2016-08-24
10.3233/isu-140731,2017-09-06
10.1371/journal.pone.0161582,2016-08-24
10.3390/ani6080045,2016-08-03
10.3390/ijerph13080780,2016-08-04
10.3390/v8080206,2016-08-03
10.3390/v8080230,2016-08-19
10.1097/md.0000000000003701,2016-06-16
10.1371/journal.pone.0161508,2016-08-25
10.1186/s40064-016-3101-9,2016-08-26
10.1128/mbio.01381-16,2016-08-31
10.3390/cancers8080071,2016-07-27
10.3389/fpubh.2016.00178,2016-08-26
10.1186/s12909-016-0746-6,2016-08-26
10.1371/journal.ppat.1005850,2016-08-26
10.1155/2016/7247983,2016-08-15
10.1371/journal.pone.0161760,2016-08-29
10.3390/microarrays2020153,2013-05-31
10.1186/s12974-016-0665-9,2016-08-30
10.4172/2161-0517.s2-004,2015-09-25
10.3389/fimmu.2016.00336,2016-08-31
10.3389/fnagi.2016.00208,2016-08-31
10.1371/journal.ppat.1005861,2016-08-31
10.1371/journal.ppat.1005817,2016-08-31
10.1371/journal.ppat.1005776,2016-09-01
10.1093/nar/gkw530,2016-07-20
10.1186/s12864-016-3050-2,2016-09-02
10.1186/s12917-016-0812-7,2016-09-06
10.3389/fmicb.2016.01419,2016-09-07
10.1155/2016/9406319,2016-08-24
10.1093/ve/vev001,2015-04-01
10.1186/s12974-016-0699-z,2016-09-07
10.1186/s12916-016-0686-3,2016-09-07
10.1371/journal.pone.0161301,2016-09-08
10.1590/1518-8345.1140.2781,2016-08-31
10.3389/fbioe.2016.00071,2016-09-09
10.12669/pjms.324.10038,2016-07-12
10.1371/journal.pone.0161883,2016-09-09
10.5811/westjem.2016.6.30793,2016-09-06
10.1016/j.expneurol.2016.03.009,2016-03-14
10.1155/2016/2168780,2016-08-30
10.1371/journal.pone.0162178,2016-09-14
10.1371/journal.pone.0162411,2016-09-14
10.1371/journal.pone.0162484,2016-09-14
10.1186/s12879-016-1794-6,2016-09-14
10.1155/2016/7971847,2016-09-05
10.1371/journal.pntd.0004943,2016-09-19
10.7554/elife.18311,2016-08-15
10.7717/peerj.2443,2016-09-15
10.1186/s13071-016-1798-5,2016-09-19
10.1186/s12917-016-0837-y,2016-09-20
10.3389/fpls.2016.01383,2016-09-20
10.3389/fimmu.2016.00370,2016-09-21
10.1155/2016/5484972,2016-09-07
10.1371/journal.pone.0163377,2016-09-21
10.1371/journal.pone.0163080,2016-09-22
10.1371/journal.pone.0163418,2016-09-22
10.1038/emi.2016.97,2016-08-17
10.1186/s12879-016-1831-5,2016-09-23
10.1186/s12985-016-0620-5,2016-09-23
10.1186/s12941-016-0169-6,2016-09-23
10.3390/v8090242,2016-08-29
10.3390/v8090255,2016-09-19
10.1038/srep33698,2016-09-26
10.1038/srep31983,2016-09-26
10.1186/s12935-016-0350-1,2016-09-27
10.1371/journal.ppat.1005883,2016-09-27
10.3390/ph9030053,2016-09-06
10.3390/microorganisms4030030,2016-08-24
10.1128/msphere.00246-16,2016-09-29
10.1155/2016/1786265,2016-09-15
10.3389/fmicb.2016.01538,2016-09-29
10.1186/s12929-016-0285-9,2016-09-29
10.1186/s12913-016-1772-0,2016-09-29
10.1371/journal.pone.0163829,2016-09-29
10.1186/s40635-016-0098-x,2016-09-29
10.1128/jvi.01056-16,2016-08-11
10.1371/journal.pone.0163920,2016-09-30
10.4317/jced.52811,2016-06-24
10.1186/s40249-016-0181-2,2016-08-17
10.15252/emmm.201606593,2016-08-30
10.1186/s12879-016-1840-4,2016-10-03
10.3389/fgene.2016.00172,2016-10-05
10.1128/mbio.01245-16,2016-10-05
10.1186/s13028-016-0252-1,2016-10-04
10.1186/s12974-016-0656-x,2016-07-20
10.3389/fvets.2016.00088,2016-10-05
10.5365/wpsar.2016.7.1.007,2016-04-05
10.5365/wpsar.2016.7.1.005,2016-10-06
10.1371/journal.pntd.0005047,2016-10-06
10.1371/journal.ppat.1005890,2016-10-06
10.1186/s13054-016-1448-5,2016-08-19
10.1186/s13231-016-0022-1,2016-10-07
10.12688/f1000research.9251.1,2016-08-05
10.1371/journal.pone.0164501,2016-10-07
10.1186/s12014-016-9129-6,2016-10-07
10.1186/s12917-016-0853-y,2016-10-11
10.1155/2016/8208923,2016-05-31
10.1097/md.0000000000002332,2015-12-18
10.1111/irv.12404,2016-07-06
10.3389/fpsyg.2016.01571,2016-10-13
10.1371/journal.ppat.1005911,2016-10-13
10.1128/genomea.01135-16,2016-10-14
10.1371/journal.pone.0164954,2016-10-14
10.3389/fmicb.2016.01653,2016-10-18
10.3389/fphys.2016.00469,2016-10-18
10.1038/srep35537,2016-10-18
10.1128/msystems.00043-16,2016-05-11
10.1128/msystems.00039-15,2016-06-08
10.1128/msystems.00083-16,2016-07-27
10.1186/s13756-016-0133-4,2016-10-19
10.1371/journal.pntd.0005069,2016-10-19
10.1371/journal.pone.0165077,2016-10-19
10.1016/j.csbj.2016.10.002,2016-10-17
10.1371/journal.pone.0165108,2016-10-20
10.1371/journal.pntd.0005071,2016-10-20
10.1007/s00018-016-2299-6,2016-07-08
10.3389/fmicb.2016.01685,2016-10-24
10.1155/2016/5276130,2016-10-10
10.1038/srep35839,2016-10-24
10.1038/srep35804,2016-10-24
10.1186/s13613-016-0203-z,2016-10-24
10.3389/fcimb.2016.00140,2016-10-25
10.1099/jgv.0.000571,2016-08-03
10.1186/s12974-016-0748-7,2016-10-24
10.1371/journal.ppat.1005982,2016-10-26
10.1371/journal.pone.0165326,2016-10-26
10.1371/journal.ppat.1005912,2016-10-27
10.1371/journal.pone.0165383,2016-10-27
10.1371/journal.pone.0165553,2016-10-27
10.3390/ijms17101715,2016-10-13
10.3390/ijms17101743,2016-10-19
10.3390/v8100283,2016-10-13
10.3390/v8100296,2016-10-24
10.7717/peerj.2564,2016-10-27
10.15171/ijhpm.2016.55,2016-10-03
10.1371/journal.pone.0165437,2016-11-01
10.1371/journal.ppat.1005994,2016-11-01
10.1038/srep36312,2016-11-02
10.1186/s12917-016-0875-5,2016-11-02
10.1371/journal.pone.0165978,2016-11-03
10.1038/srep36488,2016-11-04
10.1038/srep36605,2016-11-04
10.1186/s12906-016-1411-7,2016-11-03
10.3389/fmicb.2016.01737,2016-11-04
10.1371/journal.pone.0166336,2016-11-04
10.1371/journal.pone.0165965,2016-11-04
10.1186/s12879-016-1962-8,2016-11-04
10.1371/journal.pone.0165831,2016-11-07
10.1038/srep36226,2016-11-08
10.1186/s12879-016-1965-5,2016-11-07
10.7554/elife.17636,2016-10-01
10.1007/s00706-016-1848-x,2016-10-26
10.1186/s12888-016-1097-x,2016-11-08
10.1186/s13567-016-0395-0,2016-11-08
10.1371/journal.pone.0165209,2016-11-09
10.1186/s12879-016-1877-4,2016-11-01
10.7717/peerj.2678,2016-11-08
10.1371/journal.pone.0165969,2016-11-10
10.3389/fimmu.2016.00498,2016-11-11
10.1128/genomea.01200-16,2016-11-14
10.1128/genomea.01256-16,2016-11-14
10.1186/s12985-016-0642-z,2016-11-11
10.1038/srep37216,2016-11-16
10.1186/s12864-016-3279-9,2016-11-16
10.1186/s13054-016-1517-9,2016-11-16
10.1371/journal.pone.0165585,2016-11-16
10.1038/emi.2016.100,2016-09-07
10.1371/journal.pone.0166013,2016-11-17
10.1186/s12931-016-0474-9,2016-11-21
10.1186/s12992-016-0173-9,2016-11-21
10.1186/s13567-016-0402-5,2016-11-21
10.1371/journal.pone.0167111,2016-11-22
10.3389/fmicb.2016.01886,2016-11-23
10.1371/journal.pone.0167003,2016-11-23
10.3389/fped.2016.00128,2016-11-24
10.1038/srep37796,2016-11-24
10.1186/s12879-016-2016-y,2016-11-24
10.1186/s12906-016-1458-5,2016-11-24
10.1007/s00103-016-2460-2,2016-10-26
10.1186/s12985-016-0648-6,2016-11-25
10.1186/s13195-016-0217-7,2016-11-17
10.1186/s12992-016-0214-4,2016-11-25
10.1186/s12985-016-0646-8,2016-11-25
10.3402/gha.v9.32298,2016-11-24
10.1186/s12890-016-0320-3,2016-11-25
10.1038/srep37131,2016-11-28
10.1371/journal.pone.0166260,2016-11-28
10.1371/journal.pone.0167221,2016-11-28
10.3390/v8110277,2016-10-27
10.3390/v8110279,2016-10-28
10.3390/v8110297,2016-11-01
10.3390/v8110302,2016-11-07
10.3390/v8110304,2016-11-09
10.1371/journal.pmed.1002186,2016-11-29
10.1186/s12875-016-0555-3,2016-11-29
10.1186/s12985-016-0657-5,2016-11-29
10.1186/s41043-016-0076-7,2016-11-29
10.1186/s13756-016-0152-1,2016-11-29
10.1186/s12889-016-3881-4,2016-11-29
10.3390/ijms17111832,2016-11-02
10.1186/s12939-016-0482-x,2016-12-01
10.1186/s12878-016-0069-1,2016-12-01
10.1186/s12939-016-0483-9,2016-12-01
10.1371/journal.pone.0167598,2016-12-02
10.1186/s12887-016-0740-5,2016-12-03
10.1186/s12992-016-0217-1,2016-12-03
10.1080/21645515.2016.1210729,2016-07-25
10.1186/s12931-016-0479-4,2016-12-05
10.1128/mbio.01991-16,2016-12-07
10.1371/journal.ppat.1006069,2016-12-07
10.1007/s10745-016-9858-1,2016-11-12
10.1038/cddis.2016.146,2016-06-02
10.1371/journal.pgen.1006467,2016-12-08
10.14202/vetworld.2016.1238-1241,2016-11-14
10.14202/vetworld.2016.1300-1304,2016-11-27
10.1186/s12889-016-3893-0,2016-12-08
10.1371/journal.pone.0167325,2016-12-09
10.1155/2016/7235482,2016-11-27
10.1371/journal.pone.0167160,2016-12-12
10.2471/blt.16.174441,2016-11-30
10.2471/blt.16.175950,2016-04-19
10.1038/srep11479,2015-06-19
10.1111/irv.12412,2016-07-18
10.1111/irv.12414,2016-07-21
10.1111/irv.12411,2016-07-15
10.1111/irv.12429,2016-09-07
10.7554/elife.18491,2016-11-11
10.1128/msphere.00275-16,2016-12-15
10.3389/fmicb.2016.01961,2016-12-15
10.3389/fimmu.2016.00619,2016-12-20
10.1186/s12916-016-0760-x,2016-12-12
10.1038/srep39010,2016-12-19
10.1371/journal.pone.0168314,2016-12-20
10.1186/1471-2121-5-32,2004-09-01
10.1186/1471-2334-4-32,2004-09-09
10.1038/srep39730,2016-12-22
10.1038/srep39668,2016-12-22
10.3389/fimmu.2016.00633,2016-12-24
10.2471/blt.16.175984,2016-12-20
10.1038/emi.2016.121,2016-12-07
10.1038/emi.2016.129,2016-12-21
10.3389/fpls.2016.01956,2016-12-27
10.3390/vaccines4040039,2016-11-07
10.3390/v8120322,2016-11-29
10.3390/v8120323,2016-11-29
10.3390/v8120327,2016-12-12
10.3390/v8120331,2016-12-23
10.3390/v8120332,2016-12-23
10.3390/v8120336,2016-12-23
10.1371/journal.pone.0168815,2017-01-09
10.1017/s0950268816002181,2016-10-03
10.3390/ph9040078,2016-12-16
10.1371/journal.pone.0168919,2017-01-09
10.1371/journal.pone.0169199,2017-01-09
10.3390/ijerph13121214,2016-12-06
10.1186/s40779-016-0109-y,2016-12-30
10.1155/2016/8235121,2016-12-19
10.3389/fimmu.2016.00662,2017-01-03
10.3389/fimmu.2016.00535,2017-01-03
10.1371/journal.pone.0166903,2017-01-09
10.1007/s00401-016-1629-y,2016-10-21
10.1155/2016/7060348,2016-12-21
10.1186/s12879-016-2096-8,2017-01-03
10.1186/s12890-016-0353-7,2017-01-03
10.1007/s11418-016-1041-x,2016-09-14
10.1128/jvi.01488-16,2016-11-03
10.1371/journal.pone.0169125,2017-01-09
10.1186/s12879-016-2137-3,2017-01-05
10.1186/s40409-016-0089-0,2017-01-06
10.1186/s12917-016-0922-2,2017-01-05
10.1186/s12917-016-0938-7,2017-01-05
10.3389/fmicb.2016.02166,2017-04-24
10.1002/2211-5463.12167,2016-12-03
10.1098/rsif.2016.0820,2016-12-22
10.1155/2016/1512690,2016-12-27
10.1186/s13104-017-2374-6,2017-01-09
10.1186/s13756-016-0149-9,2017-01-10
10.1136/bmjopen-2016-012330,2016-12-31
10.1007/s00705-016-3093-3,2016-10-06
10.1186/s12879-016-2118-6,2017-01-11
10.1371/journal.ppat.1006132,2017-01-11
10.1371/journal.pone.0170123,2017-01-12
10.1038/srep40772,2017-01-13
10.7189/jogh.06.020704,2016-12-15
10.3389/fmicb.2016.01911,2016-12-01
10.1186/s12985-016-0677-1,2017-01-13
10.1186/s12879-016-2177-8,2017-01-14
10.3762/bjoc.12.261,2016-12-07
10.4269/ajtmh.16-0835,2016-12-13
10.1186/1743-422x-1-1,2004-08-28
10.1186/s12879-016-2140-8,2017-01-17
10.1042/bsr20160161,2016-12-03
10.1371/journal.pone.0170200,2017-01-17
10.1371/journal.pone.0169814,2017-01-17
10.1523/eneuro.0240-16.2016,2016-12-16
10.1371/journal.pone.0169612,2017-01-18
10.1128/jvi.02026-16,2016-11-24
10.1128/jvi.01656-16,2016-11-24
10.3389/fcimb.2017.00005,2017-01-20
10.1371/journal.pone.0170577,2017-01-20
10.1007/s00401-016-1631-4,2016-10-20
10.1186/s13045-016-0383-x,2017-01-21
10.1007/s11250-016-1195-2,2016-12-06
10.1128/genomea.01452-16,2017-01-13
10.1136/jech-2015-206980,2016-08-09
10.1371/journal.pone.0170592,2017-01-23
10.1038/srep41226,2017-01-24
10.3389/fmicb.2017.00055,2017-01-25
10.1186/s13071-017-1977-z,2017-01-25
10.3389/fcimb.2017.00013,2017-01-26
10.1186/s13643-016-0399-x,2017-01-26
10.1186/s12882-017-0456-2,2017-01-26
10.1371/journal.pntd.0005238,2017-01-26
10.1371/journal.pntd.0005133,2017-01-26
10.1038/srep41601,2017-01-27
10.1155/2017/8037963,2017-01-15
10.1002/pro.3083,2016-11-17
10.1038/srep41516,2017-01-31
10.1128/mbio.02320-16,2017-02-01
10.3389/fcimb.2017.00021,2017-02-01
10.1186/s12883-017-0807-4,2017-02-01
10.1371/journal.pone.0170774,2017-02-02
10.1038/srep41886,2017-02-03
10.1186/s12985-017-0681-0,2017-02-03
10.1155/2017/9541619,2017-01-23
10.3389/fcimb.2017.00034,2017-02-07
10.1155/2017/5637503,2017-01-24
10.1186/1471-2180-4-41,2004-10-29
10.1186/1472-6939-5-6,2004-11-11
10.3390/v9010001,2016-12-30
10.3390/v9010010,2017-01-12
10.3390/v9010019,2017-01-23
10.3390/genes8010031,2017-01-13
10.14740/cr428w,2015-11-04
10.3389/fcimb.2017.00029,2017-02-08
10.1186/s12936-017-1709-z,2017-02-07
10.3390/ijms18010020,2016-12-22
10.1186/s12917-017-0963-1,2017-02-08
10.1186/s12992-017-0233-9,2017-02-08
10.1186/s12879-017-2227-x,2017-02-10
10.3390/nano6120237,2016-12-09
10.3389/fvets.2017.00007,2017-02-14
10.1186/s12879-017-2253-8,2017-02-13
10.1186/s12879-017-2225-z,2017-02-13
10.3389/fmicb.2017.00230,2017-02-15
10.1155/2017/7232361,2017-02-01
10.1038/srep42903,2017-02-15
10.1371/journal.pone.0172275,2017-02-15
10.3389/fpubh.2017.00020,2017-02-16
10.1038/srep42594,2017-02-16
10.1186/s12917-017-0967-x,2017-02-15
10.1080/0731129x.2016.1247519,2016-11-07
10.1007/s00436-016-5360-3,2017-01-05
10.1089/hs.2016.0097,2017-01-16
10.1089/hs.2016.0098,2017-01-16
10.1089/hs.2016.0119,2017-01-16
10.1371/journal.pone.0172289,2017-02-17
10.1038/srep42769,2017-02-20
10.1038/srep42963,2017-02-20
10.1099/mgen.0.000025,2015-07-15
10.1186/s12917-017-0976-9,2017-02-21
10.1186/s12874-017-0300-1,2017-02-21
10.1186/s12985-017-0706-8,2017-02-22
10.1371/journal.pone.0172313,2017-02-22
10.1371/journal.pone.0172561,2017-02-22
10.1371/journal.pone.0172519,2017-02-22
10.3389/fmicb.2017.00270,2017-03-14
10.1186/s12909-017-0883-6,2017-02-23
10.1371/journal.pone.0172617,2017-02-23
10.1371/journal.pone.0171049,2017-02-23
10.1371/journal.pntd.0005394,2017-02-10
10.1186/s12961-017-0178-8,2017-02-23
10.12688/f1000research.10416.1,2017-03-09
10.1371/journal.pone.0172350,2017-02-24
10.1371/journal.pone.0172256,2017-02-24
10.1371/journal.pone.0172093,2017-02-24
10.1371/journal.pone.0172809,2017-02-24
10.1155/2017/5245021,2017-02-13
10.2471/blt.16.178061,2017-02-23
10.1080/10872981.2017.1264125,2017-02-01
10.1186/s13089-017-0059-y,2017-02-27
10.3389/fmicb.2017.00303,2017-02-28
10.3389/fimmu.2017.00119,2017-02-28
10.3389/fcimb.2017.00056,2017-02-28
10.3389/fnins.2017.00092,2017-02-28
10.1186/s40696-016-0019-2,2016-05-04
10.5365/wpsar.2016.7.3.009,2017-01-09
10.1371/journal.pone.0173008,2017-03-01
10.3389/fmicb.2017.00304,2017-03-27
10.1186/s12903-017-0353-x,2017-02-28
10.3390/v9020034,2017-02-22
10.3390/genes8020065,2017-02-15
10.3390/ijerph14020217,2017-02-22
10.1371/journal.pone.0172847,2017-03-03
10.15171/ijhpm.2016.108,2017-02-11
10.1155/2017/4039358,2017-02-20
10.1155/2017/6104054,2017-02-20
10.1186/s40635-017-0126-5,2017-03-06
10.3389/fneur.2017.00078,2017-03-07
10.1038/srep43985,2017-03-07
10.3389/fimmu.2017.00239,2017-03-08
10.1128/mbio.02014-16,2017-03-08
10.1155/2017/2197615,2017-02-22
10.1186/1471-2458-4-50,2004-11-06
10.18632/oncotarget.11991,2016-09-13
10.1038/srep44209,2017-03-09
10.3390/ijms18020388,2017-02-15
10.3390/ijms18020431,2017-02-16
10.1371/journal.pone.0171828,2017-03-09
10.1371/journal.ppat.1006231,2017-02-27
10.3389/fimmu.2017.00259,2017-03-10
10.1111/jcmm.12992,2017-01-07
10.18632/oncotarget.13027,2016-11-03
10.1371/journal.pone.0173727,2017-03-13
10.3389/fimmu.2017.00258,2017-03-14
10.1007/s10389-016-0777-9,2016-12-03
10.1155/2017/7602301,2017-02-27
10.1155/2017/4247853,2017-02-27
10.18632/oncotarget.14548,2017-01-07
10.1155/2017/8539294,2017-03-02
10.1136/bmjopen-2016-013882,2017-03-16
10.1186/1742-4682-1-10,2004-11-18
10.1186/s12985-017-0724-6,2017-03-15
10.1371/journal.pone.0173504,2017-03-16
10.1371/journal.pone.0173998,2017-03-16
10.18632/oncotarget.8475,2016-03-30
10.18632/oncotarget.14559,2017-01-10
10.3389/fpubh.2017.00049,2017-03-17
10.1007/s10393-017-1211-7,2017-02-07
10.1155/2017/4828936,2017-03-06
10.1186/s13637-017-0059-z,2017-03-20
10.3389/fimmu.2017.00317,2017-03-21
10.1038/srep44924,2017-03-21
10.1080/21645515.2016.1226637,2016-08-25
10.1371/journal.pntd.0005439,2017-03-09
10.3389/fimmu.2017.00313,2017-03-22
10.1038/srep43610,2018-03-13
10.1186/s12866-017-0978-6,2017-03-22
10.1371/journal.pone.0174287,2017-03-22
10.7717/peerj.3015,2017-03-21
10.1042/bcj20160964,2017-02-07
10.1155/2017/5149062,2017-03-13
10.1371/journal.pone.0174488,2017-03-27
10.3389/fmicb.2017.00495,2017-03-28
10.1186/s12887-017-0843-7,2017-03-27
10.1128/msphere.00010-17,2017-03-30
10.3390/v9030053,2017-03-20
10.3390/v9030054,2017-03-20
10.3390/v9030059,2017-03-22
10.3390/pathogens6010008,2017-02-15
10.3390/ijms18030501,2017-03-02
10.3390/ijms18030563,2017-03-09
10.3390/jcm6030030,2017-03-10
10.1371/journal.pone.0174406,2017-03-30
